image_path,label,split,ph,temperature,dissolved_oxygen,salinity,ammonia,turbidity
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_50.jpg,EUS,train,6.09,32.28,2.56,33.6,0.051,32.71
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_52.jpg,EUS,train,5.97,31.47,2.52,30.66,0.271,67.1
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_55.jpg,EUS,train,5.05,32.13,2.49,25.5,0.003,52.79
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_56.jpg,EUS,train,5.43,33.52,3.22,24.54,0.116,60.9
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_59.jpg,EUS,train,6.38,28.24,3.99,26.48,0.353,29.11
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_61.jpg,EUS,train,6.88,30.81,4.43,25.37,0.045,39.05
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_62.jpg,EUS,val,7.27,27.12,7.84,22.61,0.524,43.56
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_64.jpg,EUS,train,5.31,35.96,3.81,29.67,0.05,35.15
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_7.jpg,EUS,train,6.86,28.57,3.11,25.78,0.305,51.85
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_71.jpg,EUS,train,5.72,26.55,4.05,38.02,0.16,40.48
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_72.jpg,EUS,val,5.28,30.24,4.04,24.65,0.395,53.52
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_74.jpg,EUS,val,6.1,29.92,3.39,24.29,0.386,57.88
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_76.jpg,EUS,train,5.96,31.5,2.8,23.94,0.131,57.24
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_80.jpg,EUS,train,5.68,33.53,2.84,24.47,0.374,30.57
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_82.jpg,EUS,train,6.86,32.77,3.71,34.79,0.551,35.46
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_83.jpg,EUS,train,6.48,29.29,3.19,28.24,0.006,64.26
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_84.jpg,EUS,val,6.15,33.95,2.85,26.75,0.113,45.46
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_85.jpg,EUS,val,5.09,33.36,3.35,26.59,0.482,66.48
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_87.jpg,EUS,train,5.86,32.77,3.94,28.83,0.694,45.01
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_88.jpg,EUS,train,5.7,34.08,3.62,29.78,0.308,27.78
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_9.jpg,EUS,train,6.35,34.04,3.08,29.62,0.029,36.33
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_90.jpg,EUS,train,6.11,25.36,3.54,28.7,0.22,38.82
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_91.jpg,EUS,train,5.94,32.39,4.69,19.43,0.026,43.19
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_94.jpg,EUS,val,6.47,34.64,1.89,35.74,0.014,46.36
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_95.jpg,EUS,train,5.84,33.62,2.35,29.38,0.017,40.92
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\EUS\EUS_aug_96.jpg,EUS,train,5.91,37.46,3.54,30.45,0.235,56.38
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_11.jpg,Fungal diseases Saprolegniasis,train,4.59,29.08,2.83,30.33,0.001,33.67
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_117.jpg,Fungal diseases Saprolegniasis,train,6.45,30.97,2.42,22.01,0.315,52.27
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_119.jpg,Fungal diseases Saprolegniasis,train,5.63,32.73,2.97,32.76,0.215,32.7
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_12.jpg,Fungal diseases Saprolegniasis,train,5.77,27.68,2.97,34.06,0.093,56.46
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_120.jpg,Fungal diseases Saprolegniasis,train,6.86,28.16,3.61,25.54,0.063,42.17
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_121.jpg,Fungal diseases Saprolegniasis,train,6.73,33.86,3.35,29.01,0.166,25.3
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_122.jpg,Fungal diseases Saprolegniasis,val,6.25,28.19,2.33,30.25,0.124,56.96
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_129.jpg,Fungal diseases Saprolegniasis,train,6.6,31.17,3.3,37.22,0.295,31.01
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_130.jpg,Fungal diseases Saprolegniasis,train,5.91,33.15,2.41,25.25,0.01,56.46
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_131.jpg,Fungal diseases Saprolegniasis,train,6.86,30.83,4.15,26.63,0.653,54.02
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_133.jpg,Fungal diseases Saprolegniasis,train,6.35,26.99,2.3,28.41,0.224,41.72
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_135.jpg,Fungal diseases Saprolegniasis,val,6.02,33.18,3.46,23.52,0.18,58.8
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_139.jpg,Fungal diseases Saprolegniasis,val,6.41,31.5,3.62,27.52,0.303,15.77
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_14.jpg,Fungal diseases Saprolegniasis,train,5.41,30.74,2.26,34.37,0.401,39.12
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_140.jpg,Fungal diseases Saprolegniasis,train,5.23,32.6,4.6,30.65,0.645,36.23
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_142.jpg,Fungal diseases Saprolegniasis,train,6.95,30.72,2.84,23.33,0.006,41.72
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_143.jpg,Fungal diseases Saprolegniasis,val,6.76,32.42,3.72,28.59,0.046,54.62
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_16.jpg,Fungal diseases Saprolegniasis,train,6.59,31.69,3.46,27.45,0.178,41.23
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_164.jpg,Fungal diseases Saprolegniasis,train,6.35,30.42,2.84,27.48,0.089,20.74
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_165.jpg,Fungal diseases Saprolegniasis,train,6.59,31.52,3.01,33.91,0.317,30.18
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_170.jpg,Fungal diseases Saprolegniasis,train,6.18,33.21,4.84,25.22,0.763,41.41
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_175.jpg,Fungal diseases Saprolegniasis,train,4.87,33.2,3.63,30.48,0.364,41.24
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_179.jpg,Fungal diseases Saprolegniasis,val,5.8,31.74,3.33,33.85,0.086,57.51
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_18.jpg,Fungal diseases Saprolegniasis,train,6.93,30.84,2.84,32.06,0.659,46.87
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_180.jpg,Fungal diseases Saprolegniasis,train,5.87,34.92,2.57,30.63,0.116,52.76
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_181.jpg,Fungal diseases Saprolegniasis,train,6.41,33.89,3.06,25.06,0.098,54.56
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_183.jpg,Fungal diseases Saprolegniasis,train,5.38,31.56,3.7,26.8,0.291,41.36
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_2.jpg,Fungal diseases Saprolegniasis,train,7.32,31.16,2.98,23.37,0.446,26.84
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_203.jpg,Fungal diseases Saprolegniasis,train,6.85,33.97,2.55,23.39,0.45,37.51
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_204.jpg,Fungal diseases Saprolegniasis,train,6.79,28.83,3.18,29.95,0.719,52.67
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_205.jpg,Fungal diseases Saprolegniasis,val,6.15,32.71,3.45,28.26,0.257,62.64
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_206.jpg,Fungal diseases Saprolegniasis,train,6.62,31.66,2.68,31.53,0.234,31.34
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_207.jpg,Fungal diseases Saprolegniasis,train,6.41,27.89,2.89,25.58,0.451,43.58
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_213.jpg,Fungal diseases Saprolegniasis,train,4.87,29.64,2.12,33.68,0.58,50.92
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_218.jpg,Fungal diseases Saprolegniasis,train,6.94,32.8,2.39,26.85,0.038,54.69
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_223.jpg,Fungal diseases Saprolegniasis,train,6.5,35.67,2.6,21.34,0.017,24.98
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_224.jpg,Fungal diseases Saprolegniasis,val,6.22,31.33,1.92,20.74,0.303,58.92
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_238.jpg,Fungal diseases Saprolegniasis,train,5.93,31.69,2.52,28.18,0.188,31.34
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_239.jpg,Fungal diseases Saprolegniasis,val,5.04,30.25,3.57,26.67,0.047,32.07
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_24.jpg,Fungal diseases Saprolegniasis,train,5.92,25.61,2.9,31.92,0.202,41.13
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_240.jpg,Fungal diseases Saprolegniasis,train,6.3,30.68,3.15,26.95,0.565,35.51
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_245.jpg,Fungal diseases Saprolegniasis,train,5.53,28.19,4.84,30.12,0.28,48.04
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_246.jpg,Fungal diseases Saprolegniasis,train,6.03,31.54,2.42,28.64,0.037,34.32
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_247.jpg,Fungal diseases Saprolegniasis,train,5.29,32.41,4.17,24.48,0.844,36.8
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_26.jpg,Fungal diseases Saprolegniasis,val,6.01,32.08,4.61,25.97,0.221,50.58
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_27.jpg,Fungal diseases Saprolegniasis,val,4.97,28.28,3.1,23.53,0.142,51.43
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_31.png,Fungal diseases Saprolegniasis,train,5.5,31.32,2.91,28.71,0.029,13.59
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_33.jpg,Fungal diseases Saprolegniasis,train,6.58,28.53,4.99,29.91,0.231,43.47
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_34.jpg,Fungal diseases Saprolegniasis,train,6.01,31.87,2.41,27.41,0.453,37.49
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_35.jpg,Fungal diseases Saprolegniasis,train,6.41,28.65,2.76,26.87,0.127,55.51
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_36.jpg,Fungal diseases Saprolegniasis,train,6.67,30.25,3.57,27.44,0.731,42.27
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_37.jpg,Fungal diseases Saprolegniasis,train,5.92,32.67,1.96,26.55,0.029,47.97
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_39.jpg,Fungal diseases Saprolegniasis,train,6.42,34.73,2.89,33.92,0.355,31.64
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_41.jpg,Fungal diseases Saprolegniasis,train,5.7,31.77,3.16,30.5,0.676,42.77
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_43.jpg,Fungal diseases Saprolegniasis,train,5.92,34.42,3.12,31.31,0.341,29.61
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_46.jpg,Fungal diseases Saprolegniasis,train,5.99,34.81,2.84,34.4,0.083,53.92
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_5.jpg,Fungal diseases Saprolegniasis,train,6.09,31.25,4.13,34.35,0.388,53.36
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_54.png,Fungal diseases Saprolegniasis,train,5.63,32.25,1.65,27.38,0.533,33.44
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_55.jpg,Fungal diseases Saprolegniasis,val,6.28,33.87,3.47,22.81,0.176,35.55
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_56.jpg,Fungal diseases Saprolegniasis,val,5.95,26.75,2.61,27.22,0.355,51.66
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_58.jpg,Fungal diseases Saprolegniasis,train,5.48,33.2,3.24,30.78,0.445,37.19
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_59.jpg,Fungal diseases Saprolegniasis,train,5.94,30.97,3.01,29.96,0.971,33.2
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_6.jpg,Fungal diseases Saprolegniasis,train,6.12,34.37,3.82,27.97,0.552,38.09
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_60.jpg,Fungal diseases Saprolegniasis,train,6.68,30.25,2.01,33.11,0.566,44.39
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_63.jpg,Fungal diseases Saprolegniasis,train,6.35,28.18,3.14,26.66,1.066,43.29
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_64.jpg,Fungal diseases Saprolegniasis,train,5.96,30.54,1.93,22.07,0.279,56.52
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_66.jpg,Fungal diseases Saprolegniasis,train,6.37,30.08,2.48,30.29,0.235,35.71
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_67.jpg,Fungal diseases Saprolegniasis,train,6.78,27.01,4.39,36.22,0.045,60.43
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_68.jpg,Fungal diseases Saprolegniasis,train,5.46,26.79,3.11,34.42,0.705,38.2
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_69.jpg,Fungal diseases Saprolegniasis,train,5.1,36.09,4.79,27.48,0.079,39.22
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_70.jpg,Fungal diseases Saprolegniasis,train,6.52,30.13,2.27,33.12,0.196,40.43
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_71.jpg,Fungal diseases Saprolegniasis,train,5.52,31.27,2.8,26.64,0.337,55.22
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_72.jpg,Fungal diseases Saprolegniasis,train,5.51,30.14,3.81,29.79,0.289,46.19
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_73.jpg,Fungal diseases Saprolegniasis,val,5.66,35.62,3.63,32.25,0.592,41.76
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_74.jpg,Fungal diseases Saprolegniasis,train,7.07,32.82,3.13,33.51,0.15,48.29
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_76.jpg,Fungal diseases Saprolegniasis,train,4.47,32.51,3.25,30.28,0.418,36.86
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_77.jpg,Fungal diseases Saprolegniasis,val,6.83,36.03,3.4,29.1,0.033,42.25
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_78.jpg,Fungal diseases Saprolegniasis,train,6.77,30.52,4.04,25.56,0.001,52.96
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_8.jpg,Fungal diseases Saprolegniasis,train,6.25,30.02,2.86,21.18,0.023,54.4
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_81.jpg,Fungal diseases Saprolegniasis,train,5.67,32.65,3.39,31.98,0.029,50.76
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_83.jpg,Fungal diseases Saprolegniasis,val,6.29,32.43,4.32,32.76,0.134,41.97
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_87.jpg,Fungal diseases Saprolegniasis,train,7.3,27.86,2.4,29.09,0.181,48.42
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_88.jpg,Fungal diseases Saprolegniasis,train,6.48,28.12,4.08,26.49,0.749,40.19
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_90.jpg,Fungal diseases Saprolegniasis,train,6.82,28.43,2.83,27.62,0.585,41.12
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_93.jpg,Fungal diseases Saprolegniasis,train,6.0,30.83,1.83,29.57,0.017,23.61
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_95.jpg,Fungal diseases Saprolegniasis,train,5.98,32.55,3.48,23.97,0.238,29.7
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Fungal diseases Saprolegniasis\Fungal diseases Saprolegniasis_97.jpg,Fungal diseases Saprolegniasis,train,4.61,29.85,4.53,26.1,0.079,42.23
