image_path,label,split,ph,temperature,dissolved_oxygen,salinity,ammonia,turbidity
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-12-img-1.jpg,WSSV_BG,val,5.12,34.06,3.04,26.54,0.193,28.29
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-12-img-2.jpg,WSSV_BG,train,5.07,34.32,2.33,29.63,0.674,59.51
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-12-img-3.jpg,WSSV_BG,train,5.23,31.19,4.04,27.88,0.169,52.75
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-13-img-1.jpg,WSSV_BG,test,5.73,32.87,3.23,30.76,0.283,40.53
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-13-img-2.jpg,WSSV_BG,train,6.3,30.99,2.77,26.62,0.114,41.25
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-13-img-3.jpg,WSSV_BG,train,5.7,31.48,2.12,28.06,0.213,53.4
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-14-img-1.jpg,WSSV_BG,train,8.51,33.92,4.93,25.42,0.261,17.61
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-14-img-2.jpg,WSSV_BG,train,6.09,30.37,3.21,29.53,0.11,56.6
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-14-img-3.jpg,WSSV_BG,train,5.93,31.28,3.57,27.25,0.007,43.96
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-15-img-1.jpg,WSSV_BG,test,5.97,33.43,3.54,28.88,0.131,45.77
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-15-img-2.jpg,WSSV_BG,val,5.27,32.65,4.61,32.15,0.132,45.93
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-16-img-1.jpg,WSSV_BG,train,6.0,30.18,3.51,27.38,0.083,64.94
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-16-img-2.jpg,WSSV_BG,train,5.83,35.29,3.12,29.31,0.276,54.52
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-17-img-1.jpg,WSSV_BG,train,5.66,33.16,3.32,29.19,0.35,42.04
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-17-img-3.jpg,WSSV_BG,test,5.22,30.15,3.39,31.15,0.183,39.4
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-18-img-1.jpg,WSSV_BG,train,7.57,26.64,2.52,34.27,0.248,55.72
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-18-img-2.jpg,WSSV_BG,train,6.78,28.81,2.56,32.04,0.119,44.56
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-18-img-3.jpg,WSSV_BG,train,6.07,28.69,3.21,22.09,0.067,58.85
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-19-img-3.jpg,WSSV_BG,train,5.83,26.67,4.27,37.99,0.205,45.46
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-2-img-1.jpg,WSSV_BG,train,5.31,31.05,3.34,33.38,0.035,43.51
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-2-img-2.jpg,WSSV_BG,train,6.41,28.48,3.24,25.74,0.121,30.06
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-20-img-1.jpg,WSSV_BG,val,5.34,30.58,3.25,21.01,0.04,56.79
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-21-img-1.jpg,WSSV_BG,train,7.3,30.0,2.6,27.58,0.002,51.13
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-21-img-2.jpg,WSSV_BG,test,6.14,29.49,2.93,19.66,0.237,48.74
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-22-img-1.jpg,WSSV_BG,train,6.61,31.22,2.37,31.43,0.044,48.98
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-22-img-3.jpg,WSSV_BG,train,6.37,30.35,3.64,20.38,0.013,28.76
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-24-img-3.jpg,WSSV_BG,val,5.88,29.88,2.23,19.17,0.097,42.69
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-25-img-1.jpg,WSSV_BG,train,6.01,31.11,4.02,27.24,0.09,47.13
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-25-img-2.jpg,WSSV_BG,train,5.9,29.43,3.28,29.35,0.058,35.07
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-25-img-3.jpg,WSSV_BG,train,5.04,31.92,2.89,28.81,0.028,32.55
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-26-img-1.jpg,WSSV_BG,train,6.08,30.89,2.21,33.56,0.035,31.44
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-26-img-2.jpg,WSSV_BG,train,6.44,30.17,2.79,31.41,0.389,25.95
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-26-img-3.jpg,WSSV_BG,train,6.25,31.27,2.94,30.51,0.071,44.2
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-27-img-2.jpg,WSSV_BG,val,7.23,30.59,3.76,24.66,0.052,30.89
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-28-img-2.jpg,WSSV_BG,train,6.32,31.07,3.76,23.07,0.013,38.16
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-28-img-3.jpg,WSSV_BG,train,6.37,36.25,3.09,30.36,0.296,73.16
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-29-img-2.jpg,WSSV_BG,train,7.76,26.94,0.81,29.19,0.1,46.39
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-3-img-1.jpg,WSSV_BG,val,6.41,29.38,3.44,27.05,0.305,64.13
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-3-img-2.jpg,WSSV_BG,train,4.8,25.24,2.91,38.81,0.052,42.69
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-30-img-1.jpg,WSSV_BG,train,6.76,34.6,3.38,24.63,0.032,45.53
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-30-img-2.jpg,WSSV_BG,val,5.61,28.96,3.34,23.0,1.088,42.35
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-31-img-1.jpg,WSSV_BG,train,5.72,33.99,1.07,21.3,0.262,27.36
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-31-img-2.jpg,WSSV_BG,test,6.59,31.46,2.86,20.38,0.113,59.44
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-31-img-3.jpg,WSSV_BG,train,6.32,28.01,2.01,19.5,0.073,44.41
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-32-img-1.jpg,WSSV_BG,val,6.89,28.7,2.75,28.97,0.055,40.3
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-32-img-2.jpg,WSSV_BG,train,5.27,26.5,1.42,25.93,0.027,55.82
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-32-img-3.jpg,WSSV_BG,train,5.34,30.16,1.76,25.73,0.006,39.0
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-33-img-1.jpg,WSSV_BG,train,5.71,29.26,2.68,26.45,0.255,31.4
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-33-img-2.jpg,WSSV_BG,train,6.84,26.96,3.5,24.73,0.192,48.21
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-33-img-3.jpg,WSSV_BG,test,6.5,27.25,2.02,34.69,0.064,43.57
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-34-img-1.jpg,WSSV_BG,train,5.09,30.43,3.77,22.4,0.453,29.8
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-34-img-2.jpg,WSSV_BG,test,5.12,33.7,3.0,32.37,0.127,65.92
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-35-img-1.jpg,WSSV_BG,val,6.74,28.77,2.89,27.3,0.129,16.0
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-35-img-2.jpg,WSSV_BG,train,6.4,30.78,4.21,29.62,0.029,28.48
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-36-img-1.jpg,WSSV_BG,train,5.48,32.61,2.32,33.01,0.033,46.61
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-36-img-3.jpg,WSSV_BG,train,6.49,31.2,1.8,24.56,0.233,47.54
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-37-img-1.jpg,WSSV_BG,test,5.56,28.58,2.56,28.41,0.205,21.86
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-37-img-2.jpg,WSSV_BG,train,6.84,27.05,4.2,36.93,0.256,41.5
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-37-img-3.jpg,WSSV_BG,train,5.98,31.0,1.96,29.97,0.389,53.34
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-38-img-2.jpg,WSSV_BG,train,5.1,27.26,3.31,28.1,0.046,52.03
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-38-img-3.jpg,WSSV_BG,train,5.78,30.69,3.68,26.22,0.249,65.54
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-39-img-1.jpg,WSSV_BG,test,6.12,27.56,4.29,28.5,0.332,37.3
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-4-img-1.jpg,WSSV_BG,train,6.3,33.44,3.2,30.74,0.04,23.46
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-4-img-2.jpg,WSSV_BG,train,7.09,32.56,3.39,29.95,0.279,45.94
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-4-img-3.jpg,WSSV_BG,val,5.48,34.98,2.74,24.81,0.053,45.41
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-40-img-1.jpg,WSSV_BG,test,6.42,31.77,2.4,30.08,0.217,42.15
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-40-img-3.jpg,WSSV_BG,train,6.48,32.17,2.26,23.54,0.094,38.69
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-41-img-1.jpg,WSSV_BG,train,5.97,33.09,2.94,21.66,0.097,55.99
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-41-img-2.jpg,WSSV_BG,train,5.99,32.2,2.51,36.71,0.551,46.94
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-41-img-3.jpg,WSSV_BG,val,6.25,32.0,5.19,26.9,0.098,43.89
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-42-img-1.jpg,WSSV_BG,train,5.93,26.09,2.73,21.46,0.045,40.75
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-42-img-2.jpg,WSSV_BG,train,5.24,31.17,3.89,21.22,0.019,50.89
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-42-img-3.jpg,WSSV_BG,train,6.54,33.39,4.17,36.81,0.01,41.44
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-43-img-1.jpg,WSSV_BG,train,6.1,34.83,2.12,24.56,0.257,52.51
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-43-img-2.jpg,WSSV_BG,train,6.33,31.85,4.4,28.3,0.182,55.26
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-45-img-1.jpg,WSSV_BG,train,6.13,32.81,2.91,37.55,0.025,52.62
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-45-img-2.jpg,WSSV_BG,train,6.6,33.17,2.8,30.31,0.687,29.91
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-46-img-1.jpg,WSSV_BG,train,7.12,29.07,2.18,24.42,1.427,52.39
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-46-img-2.jpg,WSSV_BG,train,6.87,34.87,3.46,32.89,0.008,46.34
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-46-img-3.jpg,WSSV_BG,test,5.91,27.13,3.41,27.84,0.202,48.98
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-47-img-1.jpg,WSSV_BG,val,6.25,30.59,2.5,28.29,0.187,52.38
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-47-img-2.jpg,WSSV_BG,train,6.24,29.2,2.73,28.92,0.231,50.1
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-47-img-3.jpg,WSSV_BG,train,5.66,36.84,2.51,30.14,0.09,37.73
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-48-img-1.jpg,WSSV_BG,train,6.39,28.82,3.03,23.88,0.071,36.54
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-48-img-2.jpg,WSSV_BG,train,6.63,30.71,3.32,24.95,0.124,47.1
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-48-img-3.jpg,WSSV_BG,test,6.8,34.75,2.55,22.18,0.027,45.32
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-49-img-1.jpg,WSSV_BG,train,7.19,28.99,2.28,32.36,0.569,39.29
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-49-img-3.jpg,WSSV_BG,train,5.81,30.89,3.19,30.73,0.105,58.28
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-5-img-1.jpg,WSSV_BG,train,7.43,35.73,2.49,24.91,0.01,36.29
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-5-img-2.jpg,WSSV_BG,train,6.53,32.12,3.07,24.33,0.065,28.24
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-5-img-3.jpg,WSSV_BG,train,6.17,31.36,3.9,23.0,0.133,29.67
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-50-img-2.jpg,WSSV_BG,val,6.78,30.62,3.07,29.75,0.206,31.57
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-51-img-1.jpg,WSSV_BG,train,5.86,30.61,2.23,34.37,0.121,53.77
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-51-img-2.jpg,WSSV_BG,train,5.06,35.88,3.15,25.0,0.43,56.23
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-51-img-3.jpg,WSSV_BG,val,6.33,33.71,2.34,25.3,0.171,54.58
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-52-img-1.jpg,WSSV_BG,test,5.24,29.81,2.96,26.57,0.014,30.25
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-52-img-2.jpg,WSSV_BG,train,6.71,29.62,2.32,37.17,0.265,63.67
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-52-img-3.jpg,WSSV_BG,test,5.86,31.32,3.15,25.36,0.199,39.96
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-53-img-1.jpg,WSSV_BG,val,6.44,28.77,1.89,28.05,0.404,33.03
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-54-img-1.jpg,WSSV_BG,train,6.82,30.92,3.13,35.52,0.074,46.93
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-54-img-2.jpg,WSSV_BG,val,6.68,33.07,2.69,29.16,0.126,41.36
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-55-img-1.jpg,WSSV_BG,test,5.97,33.42,2.69,28.21,0.001,52.92
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-56-img-1.jpg,WSSV_BG,val,5.43,30.46,2.45,33.33,0.049,54.29
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-56-img-2.jpg,WSSV_BG,val,5.74,32.24,3.63,30.57,0.227,32.75
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-56-img-3.jpg,WSSV_BG,test,5.6,37.59,3.44,26.45,0.113,22.95
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-57-img-1.jpg,WSSV_BG,train,4.86,30.17,4.44,31.09,0.672,46.51
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-57-img-2.jpg,WSSV_BG,val,6.68,33.42,3.6,26.55,0.035,52.42
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-57-img-3.jpg,WSSV_BG,train,5.86,31.21,3.93,27.27,1.014,34.6
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-58-img-1.jpg,WSSV_BG,train,6.35,27.98,3.25,28.45,0.329,46.86
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-58-img-3.jpg,WSSV_BG,train,5.74,29.46,2.37,30.8,0.144,51.7
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-6-img-1.jpg,WSSV_BG,train,6.5,32.26,3.55,23.24,0.08,51.79
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-6-img-2.jpg,WSSV_BG,train,5.89,29.54,3.02,22.24,0.598,48.07
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-6-img-3.jpg,WSSV_BG,val,5.58,26.13,5.8,24.76,0.296,53.57
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-61-img-1.jpg,WSSV_BG,train,5.36,32.52,4.08,30.87,0.16,36.82
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-61-img-2.jpg,WSSV_BG,test,7.42,34.08,3.19,26.45,0.065,58.06
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-61-img-3.jpg,WSSV_BG,train,5.79,32.55,4.31,28.44,0.109,32.17
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-62-img-1.jpg,WSSV_BG,train,6.53,30.71,3.27,30.76,0.106,40.55
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-62-img-2.jpg,WSSV_BG,train,5.54,30.72,3.09,27.34,0.806,54.73
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-62-img-3.jpg,WSSV_BG,val,6.47,28.08,2.62,39.12,0.25,34.62
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-63-img-1.jpg,WSSV_BG,train,4.85,30.41,4.92,21.82,0.143,60.74
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-63-img-2.jpg,WSSV_BG,train,5.75,29.72,3.75,33.56,0.115,62.87
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-63-img-3.jpg,WSSV_BG,test,5.61,29.93,2.99,27.25,0.287,48.96
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-64-img-1.jpg,WSSV_BG,train,6.18,30.57,4.08,29.43,0.19,45.65
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV_BG\WSSV_BG-64-img-3.jpg,WSSV_BG,train,7.33,27.4,2.79,27.49,0.404,32.33
